,track_id,track_name,track_album_name,playlist_name
3380,4F66xJ0gHiqSoI2JoY5AzP,Por Ti,Morbo,ELECTROPOP EN ESPAÑOL
3381,4qHbFA1kxJaTkyCxbRombH,Tengo De Ti,Morbo,ELECTROPOP EN ESPAÑOL
3382,2iQecdm9sXeYFg9uem5hmt,No Te Puedo Olvidar,Óleos,ELECTROPOP EN ESPAÑOL
3383,2p8c2mMKZ4Rdmw40Oe83fq,I Ran (So Far Away) - Re-Recorded,This Is '80s New Wave 2.0,"Maxi Pop  GOLD (New Wave, Electropop, Synth Pop...)"
3384,3OgmD7U0OBKsGk8Iqm5mps,Solidarity,Reason Why?,"Maxi Pop  GOLD (New Wave, Electropop, Synth Pop...)"
3385,36ND2j1I4fAwsIcQJXka3P,Strange,Megabeat - 1980-2005 - Interfront,"Maxi Pop  GOLD (New Wave, Electropop, Synth Pop...)"
3386,3cc0FHJApouanbqTyFuEjY,Metalhammer,Anguish,"Maxi Pop  GOLD (New Wave, Electropop, Synth Pop...)"
3387,1mVyW9yfPHVp8n6iDMTJyK,The Fashion Party,Cold Waves And Minimal Electronics Vol. 1,"Maxi Pop  GOLD (New Wave, Electropop, Synth Pop...)"
3388,0X3AXpz0M67gO6vtmAqdqa,Do You Really Want Me Back?,The Rough With The Smooth,"Maxi Pop  GOLD (New Wave, Electropop, Synth Pop...)"
3389,7hDVN6GisA47ym0H93NA1Z,Running,Information Society (CD+G),"Maxi Pop  GOLD (New Wave, Electropop, Synth Pop...)"
3390,1iLBWOFDhSgyzJZ4gTGpnh,Nowhere Girl (Extended),Climate Of Fear - Deluxe Edition,"Maxi Pop  GOLD (New Wave, Electropop, Synth Pop...)"
3391,5jCOeqjJRnRo27b9Hb8xHp,"""This Is Seagull….""",Smother Earth,"Maxi Pop  GOLD (New Wave, Electropop, Synth Pop...)"
3392,6Nabz5Gsy80XL0MJoOmgF8,Beds Are Burning - Remastered,20000 Watt RSL - The Midnight Oil Collection,"Maxi Pop  GOLD (New Wave, Electropop, Synth Pop...)"
3393,1K3UKlvqsfWt2rjZ7909g9,A Question of Time - Remix,DMBX3 (Part 2),"Maxi Pop  GOLD (New Wave, Electropop, Synth Pop...)"
3394,65TPre8PWZmmoPzLm15wjK,Headhunter V1.0,Front By Front,"Maxi Pop  GOLD (New Wave, Electropop, Synth Pop...)"
3395,1FqKB0qnhosf94ggp3BCFO,All Night Long - (Remastered),Love Hysteria (Expanded Edition),"Maxi Pop  GOLD (New Wave, Electropop, Synth Pop...)"
3396,3HCDGtLZabH3umLgwCBpDB,Send Me An Angel,Heartland,"Maxi Pop  GOLD (New Wave, Electropop, Synth Pop...)"
3397,4eJsGX9rhsU33HVz0hXGLS,What Will I Do,Time After Time,"Maxi Pop  GOLD (New Wave, Electropop, Synth Pop...)"
3398,4OwMnNi3kC2DEIrxMTHc3M,Johnny And Mary,Clues,"Maxi Pop  GOLD (New Wave, Electropop, Synth Pop...)"
3399,1PelBdlzW0xREInIHMfeUC,Flesh,Clásicos de la Fiesta,"Maxi Pop  GOLD (New Wave, Electropop, Synth Pop...)"
3400,3F8aTQzmKovktFcR7MCGFW,Big in Japan - Best of-Version,First Harvest 1984-1992,"Maxi Pop  GOLD (New Wave, Electropop, Synth Pop...)"
3401,6FwMGM0Dtmf0vz6BdIc8uP,Tarzan Boy,Tarzan Boy: The World Of Baltimora,"Maxi Pop  GOLD (New Wave, Electropop, Synth Pop...)"
3402,5aQfUmnxj8x1zYc37Wit9w,Sunday Morning,Friends,"Maxi Pop  GOLD (New Wave, Electropop, Synth Pop...)"
3403,2GRL794l2R1SFJc3Z0pIlr,Away,Friends,"Maxi Pop  GOLD (New Wave, Electropop, Synth Pop...)"
3404,60qjwCGifJ8I8s4Iztef1r,Eisbaer,Abel Ramos y Dj Nano Presentan: Oro Viejo vs. 10 Años de Música,"Maxi Pop  GOLD (New Wave, Electropop, Synth Pop...)"
3405,23M7cQkNJLiddeubvVgaQl,The Wild Boys,Greatest,"Maxi Pop  GOLD (New Wave, Electropop, Synth Pop...)"
3406,6zM4fg3BvLOJNlQMsiDQEU,Somebody,Escape With Romeo,"Maxi Pop  GOLD (New Wave, Electropop, Synth Pop...)"
3407,4pEXlAqaJXQUKDteKRLun9,Rock Me Amadeus - The Gold Mix,Falco 3 25th Anniversary Edition,"Maxi Pop  GOLD (New Wave, Electropop, Synth Pop...)"
3408,4YMjssjl6JWPF4ZIcvcwkg,Are 'Friends' Electric?,Replicas Redux,"Maxi Pop  GOLD (New Wave, Electropop, Synth Pop...)"
3409,0gnddNB2gbyN8VC7uqr6ns,Hey Little Girl (Single Mix) - Remastered,The Best of Icehouse (Remastered),"Maxi Pop  GOLD (New Wave, Electropop, Synth Pop...)"
3410,5gUQMCRhjHM3bxdC67KbVx,Great Southern Land - Remastered,White Heat: 30 Hits - The Best Of (Remastered),"Maxi Pop  GOLD (New Wave, Electropop, Synth Pop...)"
3411,6uekkuTYKxEjy0ZuvMx67X,Relax,"Techno Pop Classics, Vol. 2","Maxi Pop  GOLD (New Wave, Electropop, Synth Pop...)"
3412,6kURXiIFcBrvfh11Soiwqv,Golden Dreams,A Conscious State,"Maxi Pop  GOLD (New Wave, Electropop, Synth Pop...)"
3413,3W6WaJa1wRQfbhqotaHtyM,Fantasy Girl,Johnny O (Deluxe Edition),"Maxi Pop  GOLD (New Wave, Electropop, Synth Pop...)"
3414,709ffFK4o4MtG1NKoLvOma,Major Tom - Coming Home,The Different Story (World Of Lust And Crime),"Maxi Pop  GOLD (New Wave, Electropop, Synth Pop...)"
3415,752q3k1ds8JckA7tIakICn,Terra Titanic,Von Anfang An...Bis Jetzt !,"Maxi Pop  GOLD (New Wave, Electropop, Synth Pop...)"
3416,0CFIH3diqmPfa6FRXEILLF,Something Good,Chain,"Maxi Pop  GOLD (New Wave, Electropop, Synth Pop...)"
3417,4MdvgmBT9wxfpgFziA7ZHl,Es Imposible No Puede Ser,Sonido De Valencia - 1990 - 1999,"Maxi Pop  GOLD (New Wave, Electropop, Synth Pop...)"
3418,5rvY5aFTSvQAo2VNUR1Fxy,Blue Monday - 2011 Total Version,TOTAL,"Maxi Pop  GOLD (New Wave, Electropop, Synth Pop...)"
3419,6wVViUl2xSRoDK2T7dMZbR,Bizarre Love Triangle,Brotherhood [Collector's Edition],"Maxi Pop  GOLD (New Wave, Electropop, Synth Pop...)"
3420,5jVJAojK3LFKETjI2gYb8O,I Promised Myself,Move Until We Fly,"Maxi Pop  GOLD (New Wave, Electropop, Synth Pop...)"
3421,3WIg3fd3W8I5HU8g3Y6P0k,Enola Gay,The OMD Singles,"Maxi Pop  GOLD (New Wave, Electropop, Synth Pop...)"
3422,0BPTTsnnfz44XmZn3EE0oo,Song To The Siren (Remastered),It'll End In Tears (Remastered),"Maxi Pop  GOLD (New Wave, Electropop, Synth Pop...)"
3423,2fdfsGuqb6SBX5ocoBWHUd,The One I Love - Remastered,Document - 25th Anniversary Edition,"Maxi Pop  GOLD (New Wave, Electropop, Synth Pop...)"
3424,6JifQymydeuqrgE7KhjHAM,Painted Moon (Blues Mix),The Best Of - Blood & Rain: The Singles '86 - '96,"Maxi Pop  GOLD (New Wave, Electropop, Synth Pop...)"
3425,0A4PZuepTcIQVvA5m7R0M1,Don't You (Forget About Me) - Remastered,Celebrate (Greatest Hits),"Maxi Pop  GOLD (New Wave, Electropop, Synth Pop...)"
3426,7mLatcwUn8BLmVrgfFnzqC,Love Song,Sons And Fascination/Sister Feelings Call,"Maxi Pop  GOLD (New Wave, Electropop, Synth Pop...)"
3427,3L7RtEcu1Hw3OXrpnthngx,Don't You Want Me,Dare!,"Maxi Pop  GOLD (New Wave, Electropop, Synth Pop...)"
3428,3SndrpimYzXF5D2qRoHIeb,Diamonds - Radio Edit,Diamonds EP,"Maxi Pop  GOLD (New Wave, Electropop, Synth Pop...)"
3429,7eX6sFVLkso3diMS52w5Vj,A Mirage,Nocturnal - The Best Of Midnight Music,"Maxi Pop  GOLD (New Wave, Electropop, Synth Pop...)"
3430,10BQIOZ8dhGwOOGBVA97qz,Always The Sun - Sunny Side Up Mix,10,"Maxi Pop  GOLD (New Wave, Electropop, Synth Pop...)"
3431,73u9bIUEaSBI2l7xXETSNt,Personal Jesus,Melodía FM,"Maxi Pop  GOLD (New Wave, Electropop, Synth Pop...)"
3432,0I0CVZi0p78WJMDftfXeGM,Big Area,The Big Area,"Maxi Pop  GOLD (New Wave, Electropop, Synth Pop...)"
3433,41bdgBL7tjwQOl7RpwubKU,Vagabonds,Thunder And Consolation,"Maxi Pop  GOLD (New Wave, Electropop, Synth Pop...)"
3434,48p5E25cFPanxuwCTmTpuL,The Promise,When In Rome,"Maxi Pop  GOLD (New Wave, Electropop, Synth Pop...)"
3435,3mIkPJ47lUFnc9KRO635KE,The Sparrows And The Nightingales,The Sparrows And The Nightingales,"Maxi Pop  GOLD (New Wave, Electropop, Synth Pop...)"
3436,4r4VwcBtZWLgBn0ucRYlEz,It Hurts (There Must Be a Taste of Murder in It),No Sense of Sin (Expanded Edition),"Maxi Pop  GOLD (New Wave, Electropop, Synth Pop...)"
3437,1gpHMfSpviLSP9CNAeb5xt,Poem Without Words 2 - Journey By Night,Hopeless Cases,"Maxi Pop  GOLD (New Wave, Electropop, Synth Pop...)"
3438,0i5LBaRAugIBpBMEfNvN0e,Let Your Body Learn,That Total Age,"Maxi Pop  GOLD (New Wave, Electropop, Synth Pop...)"
3439,7BCrpOMsSnVpDgzQefNsyH,The Motive - Greg Walsh Remix,The Best Of Then Jerico,"Maxi Pop  GOLD (New Wave, Electropop, Synth Pop...)"
3440,3SVXhtxFCNJnA4MkWF7sJp,There Is a Light That Never Goes Out,(500) Days of Summer (Music from the Motion Picture),"Maxi Pop  GOLD (New Wave, Electropop, Synth Pop...)"
3441,6amZm52SfS7d6oCEu9NDMl,So Alive,Love And Rockets,"Maxi Pop  GOLD (New Wave, Electropop, Synth Pop...)"
3442,6SsP9PE7JT83QZA8kEYHVV,More Than This,Roxy Music Collection,"Maxi Pop  GOLD (New Wave, Electropop, Synth Pop...)"
3443,6eTZyUjg4ZoGElNcAINIwJ,Tainted Love,The Very Best Of Soft Cell [International Version (Excluding UK & Eire)],"Maxi Pop  GOLD (New Wave, Electropop, Synth Pop...)"
3444,3DVlXVkobNsNxXDQ4inYiH,Down Under,Down Under (Digital 45),"Maxi Pop  GOLD (New Wave, Electropop, Synth Pop...)"
3445,2l4Wcuw1Q4TU5iFGthCCHM,The Stand,Hex,"Maxi Pop  GOLD (New Wave, Electropop, Synth Pop...)"
3446,6ZMda6mscE8eRkuwlw8yFB,Bedsitter,Non Stop Erotic Cabaret (Deluxe Edition),"Maxi Pop  GOLD (New Wave, Electropop, Synth Pop...)"
3447,5ft1GmMZA4uNX7afvQfDLn,Just Like Heaven,Kiss Me Kiss Me Kiss Me,"Maxi Pop  GOLD (New Wave, Electropop, Synth Pop...)"
3448,0a4vQ58TiGl8Z77EEAvQCx,"Uncertain Smile - Original 7"" Version 1982",45 RPM - The Singles Of The The,"Maxi Pop  GOLD (New Wave, Electropop, Synth Pop...)"
3449,0ooy3NjwsJreceWYCxlfQt,Never Let Me Down Again,Music for the Masses,"Maxi Pop  GOLD (New Wave, Electropop, Synth Pop...)"
3450,1GqgSodUhTUR8KwjxJfNPP,Change,The Hurting (Deluxe Edition),"Maxi Pop  GOLD (New Wave, Electropop, Synth Pop...)"
3451,3vy2QK19RCnS4Egaq9fGhy,Electricity,The OMD Singles,"Maxi Pop  GOLD (New Wave, Electropop, Synth Pop...)"
3452,6AXO3W0HCu1qH5LDKa77kJ,Unsafe Building - Electric,Eponymous 1981-1983,"Maxi Pop  GOLD (New Wave, Electropop, Synth Pop...)"
3453,6m7fhJkK6TbuGDFhBNpgyn,It's My Life,The Very Best Of,"Maxi Pop  GOLD (New Wave, Electropop, Synth Pop...)"
3454,1r8oPEXqnhUVgkUkJNqEuF,Love Will Tear Us Apart - 2010 Remaster,Substance,"Maxi Pop  GOLD (New Wave, Electropop, Synth Pop...)"
3455,2FpyKkCFIfqmp6eQx4Rn1V,Just Can't Get Enough - 2006 Digital Remaster,The Best Of Depeche Mode - Volume One,"Maxi Pop  GOLD (New Wave, Electropop, Synth Pop...)"
3456,755mkmCTA5qT703pHu9bqM,Serious,Anyone For Me / Bendy Baby Man,"Maxi Pop  GOLD (New Wave, Electropop, Synth Pop...)"
3457,6rbHOnhczgYjqiRLAI5ehz,Immaculate Fools,M 80 presenta New Wave Classix,"Maxi Pop  GOLD (New Wave, Electropop, Synth Pop...)"
3458,5TQnwwwx5na4rCj6EVcdvV,Everything Counts - 2006 Digital Remaster,The Best Of Depeche Mode - Volume One,"Maxi Pop  GOLD (New Wave, Electropop, Synth Pop...)"
3459,5rsSdv2z7JLhE399TQW6ji,Alive And Kicking - Remastered 2002,5 Album Set (Sons and Fascination/New Gold Dream/Sparkle in the Rain/Once Upon a Time/Street Fighting Years),"Maxi Pop  GOLD (New Wave, Electropop, Synth Pop...)"
3460,4bWapK9CYlRbK1B5Sz6ee0,Boys Don't Cry,M 80 presenta New Wave Classix,"Maxi Pop  GOLD (New Wave, Electropop, Synth Pop...)"
3461,5iOc8d1LkUdQ9AbDjSBrVQ,My Bag,Mainstream,"Maxi Pop  GOLD (New Wave, Electropop, Synth Pop...)"
3462,0RjuP2ncb70tx4f6RdwaCB,Presence Of Love,Eye Of The Hurricane,"Maxi Pop  GOLD (New Wave, Electropop, Synth Pop...)"
3463,4TkmYXyFTREu4rlJxihSgN,Our Darkness,so80s (So Eighties) - Pres. By Blank & Jones,"Maxi Pop  GOLD (New Wave, Electropop, Synth Pop...)"
3464,7aS418hRnOnYrXeyrZilwk,A Little Respect - 2009 Remastered Version,The Innocents,"Maxi Pop  GOLD (New Wave, Electropop, Synth Pop...)"
3465,45PxL9PEi3AogpOyegTts8,V. Thirteen,"No. 10, Upping St.","Maxi Pop  GOLD (New Wave, Electropop, Synth Pop...)"
3466,6vy2RZfUjw42x1dEWgeTkC,Hey Little Girl,Twogether - New Wave (Le meilleur des hits de la New Wave),"Maxi Pop  GOLD (New Wave, Electropop, Synth Pop...)"
3467,0aZPhHp1DVNVS5HAWzpUsM,Everybody Wants To Rule The World - Extended Version,Songs From The Big Chair (Super Deluxe Edition),"Maxi Pop  GOLD (New Wave, Electropop, Synth Pop...)"
3468,1nz1xzqPN4xYZtR4zgiLxt,Smalltown Boy,The Age Of Consent,"Maxi Pop  GOLD (New Wave, Electropop, Synth Pop...)"
3469,6Na3LJmy6qmjK1SYzUhmZ6,Get The Balance Right! - Combination Mix,Depeche Mode - Singles Box 2 (US Release),"Maxi Pop  GOLD (New Wave, Electropop, Synth Pop...)"
3470,1CDX9A7Gw2PJOVNij6z0Rx,I Melt With You,Lilliput,"Maxi Pop  GOLD (New Wave, Electropop, Synth Pop...)"
3471,59NImYypcsmmw1zeaP5e7z,You,Maxi,"Maxi Pop  GOLD (New Wave, Electropop, Synth Pop...)"
3472,2kOupHwtD01Wle9xOYfD3V,If I Ever Fall In Love,Somewhere Over England,"Maxi Pop  GOLD (New Wave, Electropop, Synth Pop...)"
3473,5agxCIWiABK6l4ltmCAHoH,Tinseltown in the Rain,A Walk Across the Rooftops,"Maxi Pop  GOLD (New Wave, Electropop, Synth Pop...)"
3474,72vPueDUvJcL3MCPb55RHR,Sister Golden Hair,Sister Golden Hair,"Maxi Pop  GOLD (New Wave, Electropop, Synth Pop...)"
3475,66SwvP22z8kCBHYUFxppNv,"The More You Live, The More You Love",Playlist: The Very Best of A Flock of Seagulls,"Maxi Pop  GOLD (New Wave, Electropop, Synth Pop...)"
3476,4BixGe6AcqJU2etTzeh2cN,Such a Shame,Natural History - The Very Best Of Talk Talk,"Maxi Pop  GOLD (New Wave, Electropop, Synth Pop...)"
3477,5KhHe6yaiaZWlqzFV8Bf0C,Love Will Tear Us Apart - Live at Bestival 2012,Live at Bestival 2012,"Maxi Pop  GOLD (New Wave, Electropop, Synth Pop...)"
3478,7cUXKXdigEIP8FgWbmckde,Dreaming of Me,Dreaming Of Me,"Maxi Pop  GOLD (New Wave, Electropop, Synth Pop...)"
3479,2Pp1ZQ4Wt8bm7UmYVAvwPO,Leave in Silence - 2006 Remaster,A Broken Frame (2006 Remastered Edition),"Maxi Pop  GOLD (New Wave, Electropop, Synth Pop...)"
3480,4IhBhHVdPgC1QABBLCeK2o,My Darling Bullet,The Faults of Humanity (Japanese Limited Edition),Gothic / Industrial / Mittelalter / EBM / Futurepop / Gothik / Electropop
3481,7owyIr2idoIvJRib2ejckR,Dreckstück,Roter Stern,Gothic / Industrial / Mittelalter / EBM / Futurepop / Gothik / Electropop
3482,4CBgcRYGyWjGGaSFuPJChO,Femme Fatale,Sieben,Gothic / Industrial / Mittelalter / EBM / Futurepop / Gothik / Electropop
3483,3z0XmdhO5r7axDegF8CgCU,Wahre Liebe,Wahre Liebe,Gothic / Industrial / Mittelalter / EBM / Futurepop / Gothik / Electropop
3484,3Q1IYNRE8AEXyqIGFmV1zZ,Klingen,Alle Lust Will Ewigkeit,Gothic / Industrial / Mittelalter / EBM / Futurepop / Gothik / Electropop
3485,6WirIUSpGjB8iQ5o4U8JJ8,Hard Bass Hard Soundz,Activate the Machinez,Gothic / Industrial / Mittelalter / EBM / Futurepop / Gothik / Electropop
3486,6k0BLH1VGJCgOeU6mm9mPM,Kein Herz,Activate the Machinez,Gothic / Industrial / Mittelalter / EBM / Futurepop / Gothik / Electropop
3487,3XmpCkuHAHIKIJ5ZxGY20j,Straftanz,"Forward Ever, Backward Never",Gothic / Industrial / Mittelalter / EBM / Futurepop / Gothik / Electropop
3488,5tYYM8M1tL3v5jQYQFbJio,Winter Born (This Sacrifice),Ethernaut,Gothic / Industrial / Mittelalter / EBM / Futurepop / Gothik / Electropop
3489,5AjrdgVniAvpTjbS6xaZuF,Never Wanted to Dance,If,Gothic / Industrial / Mittelalter / EBM / Futurepop / Gothik / Electropop
3490,0hrRcmdet5Ey4GqwnM0wBI,Military Fashion Show,Bodypop,Gothic / Industrial / Mittelalter / EBM / Futurepop / Gothik / Electropop
3491,5exXY1hVwRrlaRuytYLZqW,Miststück,Totgesagte Leben Länger,Gothic / Industrial / Mittelalter / EBM / Futurepop / Gothik / Electropop
3492,07trtA9L3paByfzsIf6pZH,Control,Automatic,Gothic / Industrial / Mittelalter / EBM / Futurepop / Gothik / Electropop
3493,5qjdDjPPhb1obzkX3vrjUI,Space & Time,Automatic,Gothic / Industrial / Mittelalter / EBM / Futurepop / Gothik / Electropop
3494,1SNHjxLCz9viXRupgYqqC5,Delight,Mind Over Matter,Gothic / Industrial / Mittelalter / EBM / Futurepop / Gothik / Electropop
3495,5sov3e1jSq38hcYBiVTsUl,Rise and Fall - Colony 5 Remix,The Beauty Lies... (Original Mix),Gothic / Industrial / Mittelalter / EBM / Futurepop / Gothik / Electropop
3496,2JuXAsyRpfM34KukQkOJtk,God Is In The Rain,Electrostorm Vol. 2,Gothic / Industrial / Mittelalter / EBM / Futurepop / Gothik / Electropop
3497,15ToEAfwSo83rtBLdhNOQH,Over And Done,April Skies,Gothic / Industrial / Mittelalter / EBM / Futurepop / Gothik / Electropop
3498,5fJsLklkTSZlEbA5yJKzab,Stars,Machineries of Joy Vol. 5,Gothic / Industrial / Mittelalter / EBM / Futurepop / Gothik / Electropop
3499,0Lv6BQbmnX7HKt9tEoXybs,Murderous Trap,Monumentum,Gothic / Industrial / Mittelalter / EBM / Futurepop / Gothik / Electropop
3500,7mKTTrCsLQhwufBwCyWCpY,The Art of Suicide,Opheliac -- The Deluxe Edition,Gothic / Industrial / Mittelalter / EBM / Futurepop / Gothik / Electropop
3501,5njUSJjEOAZI18UPfToQrU,Steine sind Steine,Frontfeuer,Gothic / Industrial / Mittelalter / EBM / Futurepop / Gothik / Electropop
3502,0zqL3SVrgr6TC8RYeN1S0A,Atemlos,Icon:Koru,Gothic / Industrial / Mittelalter / EBM / Futurepop / Gothik / Electropop
3503,4LbO2pzBtVQnHvrYEIwNPO,Over And Done,Over And Done,Gothic / Industrial / Mittelalter / EBM / Futurepop / Gothik / Electropop
3504,47Ls11l7EzQazAwsw7AAwT,"Glowstix, Neon & Blood",Toxicum,Gothic / Industrial / Mittelalter / EBM / Futurepop / Gothik / Electropop
3505,5RCpPQSjEZ09MHiupi5UgY,War On Error - Declaration,War On Error,Gothic / Industrial / Mittelalter / EBM / Futurepop / Gothik / Electropop
3506,034JvBsXpn8aAjYyTIPlqh,God Is Art,This World Erase,Gothic / Industrial / Mittelalter / EBM / Futurepop / Gothik / Electropop
3507,36jDowEuYWeKt1ZoqBJbM7,Never Wanted To Dance (Combichrist Electro Hurtz Mix),Septic IX (Original Mix),Gothic / Industrial / Mittelalter / EBM / Futurepop / Gothik / Electropop
3508,08d01k2LOAsQ3n9JyXq3Jb,Mädchen in Unform (Faderhead Remix),Mädchen in Uniform,Gothic / Industrial / Mittelalter / EBM / Futurepop / Gothik / Electropop
3509,34HsljNJ5u8aOTpZMb9O76,Cold Massive Blue,Praise The Fallen Redux,Gothic / Industrial / Mittelalter / EBM / Futurepop / Gothik / Electropop
3510,7Ac03wy4zFWYlZznvhQ256,God & Country,Halloween - The Darkest Night (50 Darkwave Industrial Tracks),Gothic / Industrial / Mittelalter / EBM / Futurepop / Gothik / Electropop
3511,14TfQoQHxTjxVKfTxb5plI,Staatsfeind,For The Sick And Disturbed,Gothic / Industrial / Mittelalter / EBM / Futurepop / Gothik / Electropop
3512,0uLdF7n18IFclndsRWaqx0,Ersatzteil,A Compilation 3,Gothic / Industrial / Mittelalter / EBM / Futurepop / Gothik / Electropop
3513,7gpRS0qMf9tnSlBRAP1ERX,Periculär (Richtfest II),Icon:Koru,Gothic / Industrial / Mittelalter / EBM / Futurepop / Gothik / Electropop
3514,7lIPktnf4GIAT1zl9hhcVD,The Noise Inside My Head,Bruise (Limited Edition),Gothic / Industrial / Mittelalter / EBM / Futurepop / Gothik / Electropop
3515,0ebnzIUpJu8QHyt1oy2S87,Harsh Generation,Harsh Generation,Gothic / Industrial / Mittelalter / EBM / Futurepop / Gothik / Electropop
3516,27OBL8kgsenRWUqTsa2MG1,Ein Spiel (Fabrik-C Remix),Kunst ist Krieg,Gothic / Industrial / Mittelalter / EBM / Futurepop / Gothik / Electropop
3517,2s34HcmAMFCttPq8Bh4I41,Robuste Maschine,Hell Starts With An H,Gothic / Industrial / Mittelalter / EBM / Futurepop / Gothik / Electropop
3518,3PqG25cnEC8xQdsO0SkzQF,Illusion,Judgement,Gothic / Industrial / Mittelalter / EBM / Futurepop / Gothik / Electropop
3519,72VK0BfYZFxoMkPWA5a5Iz,Destillat - VNV Nation Remix,Addendum,Gothic / Industrial / Mittelalter / EBM / Futurepop / Gothik / Electropop
3520,4jRGCR89tUVCQ3A6wnBhef,Wir trauen uns was,Stell lauter,Gothic / Industrial / Mittelalter / EBM / Futurepop / Gothik / Electropop
3521,78cQDh4thpWSE4DeTCBeDE,Such mich find mich,Des Wahnsinns fette Beute,Gothic / Industrial / Mittelalter / EBM / Futurepop / Gothik / Electropop
3522,5vzFnlJE4MSKmV24u2F89j,Ich muss gar nix,Muss laut sein,Gothic / Industrial / Mittelalter / EBM / Futurepop / Gothik / Electropop
3523,5GyvNF7yA07O0ZgGis2JVi,Verschwende Deine Jugend - 1998 Digital Remaster,Das Beste Von DAF (20 Lieder der Deutsch Amerikanischen Freundschaft),Gothic / Industrial / Mittelalter / EBM / Futurepop / Gothik / Electropop
3524,4bnNwCbIo9vxlIpu88KV0K,Der Mussolini - 1998 - Remaster,Alles Ist Gut,Gothic / Industrial / Mittelalter / EBM / Futurepop / Gothik / Electropop
3525,141lghKsBrt4uofVcNBxmD,Koprolalie,Ultraviolent Six,Gothic / Industrial / Mittelalter / EBM / Futurepop / Gothik / Electropop
3526,6lRKIl3IsrJDZbPH9yZdvk,Immortal - Single Edit,Immortal,Gothic / Industrial / Mittelalter / EBM / Futurepop / Gothik / Electropop
3527,3vHZe0Vcv5pQNE2cf4VRtQ,The Only One,Reborn,Gothic / Industrial / Mittelalter / EBM / Futurepop / Gothik / Electropop
3528,3IfgRu6zDhvNj7nTPIzsyj,Besser du rennst,Kreuzfeuer,Gothic / Industrial / Mittelalter / EBM / Futurepop / Gothik / Electropop
3529,5VLuVbmpfP6s2oWVvbUdYp,Roter Stern,Roter Stern,Gothic / Industrial / Mittelalter / EBM / Futurepop / Gothik / Electropop
3530,4g76GjEr9b9vHnbymLLGnx,Warmongers,Emphasize,Gothic / Industrial / Mittelalter / EBM / Futurepop / Gothik / Electropop
3531,7kKI6RZNOYdAHqOcqS93oC,Tanz die Revolution (Der Single Mix),Tanz die Revolution,Gothic / Industrial / Mittelalter / EBM / Futurepop / Gothik / Electropop
3532,0ZHWMKoCSsrIWKOaTyDvke,A Generation of the lost,Artificial,Gothic / Industrial / Mittelalter / EBM / Futurepop / Gothik / Electropop
3533,5eddlmNETuP9mhjBLWNLOV,Destroy Me,The Failure Epiphany,Gothic / Industrial / Mittelalter / EBM / Futurepop / Gothik / Electropop
3534,6kJmK6N95GBuZa1574EcBA,Such a Shame,The Very Best Of,Gothic / Industrial / Mittelalter / EBM / Futurepop / Gothik / Electropop
3535,5Du6gEDduLCB9FIm9xIE4w,Tainted Love,Tainted Love / Where Did Our Love Go,Gothic / Industrial / Mittelalter / EBM / Futurepop / Gothik / Electropop
3536,3XVZXRteaLrwa6GTlsQ5i6,Dark Allies,In Tension,Gothic / Industrial / Mittelalter / EBM / Futurepop / Gothik / Electropop
3537,0x6rgzl1TnIBBrQ5Gljb4A,Enjoy The Silence 2004,Remixes 81>04,Gothic / Industrial / Mittelalter / EBM / Futurepop / Gothik / Electropop
3538,3GR5Qd34nif6bskCrhTZue,Sounds Like a Melody,Forever Young,Gothic / Industrial / Mittelalter / EBM / Futurepop / Gothik / Electropop
3539,3bZCS8ThTAxMJZavYWOY1z,True Life - Vnv Nation Remix,True Life,Gothic / Industrial / Mittelalter / EBM / Futurepop / Gothik / Electropop
3540,51SQT1nigVQ3Tz3jThYrUj,Wildes Herz,Wildes Herz,Gothic / Industrial / Mittelalter / EBM / Futurepop / Gothik / Electropop
3541,0sg9N1JVPfx3Xab5ttLYvw,Dein Anblick,Sinnfonie,Gothic / Industrial / Mittelalter / EBM / Futurepop / Gothik / Electropop
3542,7m7Vk4cGjklljENBoRXVDt,Dead Market,New World March,Gothic / Industrial / Mittelalter / EBM / Futurepop / Gothik / Electropop
3543,35rnikz5NAOTvdc4gYzJFN,Sieben,Nord Nord Ost,Gothic / Industrial / Mittelalter / EBM / Futurepop / Gothik / Electropop
3544,7kft2XxMqsCZe2gB74bvXV,Ich bin ein wahrer Satan,Requiembryo,Gothic / Industrial / Mittelalter / EBM / Futurepop / Gothik / Electropop
3545,0sirCV8os5AwHHaMa3IDyX,Sandmann,Monster,Gothic / Industrial / Mittelalter / EBM / Futurepop / Gothik / Electropop
3546,7ycmSrLzeS2tddca6hKqY5,Our Darkness,The Very Best Of,Gothic / Industrial / Mittelalter / EBM / Futurepop / Gothik / Electropop
3547,0QKHlkLVjpaJF98RQiL9rR,Manus Manum Lavat,Wer Wind sät,Gothic / Industrial / Mittelalter / EBM / Futurepop / Gothik / Electropop
3548,42WPVWtxYdFE9fb8Vp24FR,Running Up That Hill,Best Of The Bands,Gothic / Industrial / Mittelalter / EBM / Futurepop / Gothik / Electropop
3549,6GunRGvhXUyvREwRnnKbDC,Last Dance,Last Dance,Gothic / Industrial / Mittelalter / EBM / Futurepop / Gothik / Electropop
3550,08smDzfxppUCFABj6FU2Xh,Lebensborn - Update,Icon:Koru,Gothic / Industrial / Mittelalter / EBM / Futurepop / Gothik / Electropop
